timestamp,expiration,strike,call_put,gex,vanna_or_vex,charm,delta_exposure,gamma_gradient,vanna_gradient,charm_gradient,delta_change,net_gex,call_gex,put_gex,net_vanna,net_charm,net_delta_exposure,zero_gamma,gamma_flip,underlying_price,contract_multiplier,perspective,gex_unit,source
2026-08-19T16:00:00-04:00,2026-08-21,207.5,call,76116.0,1320.0,,1356845.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,207.5,put,-309653.0,10186.0,,-6406821.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,210.0,call,980411.0,43656.0,,15579960.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,210.0,put,-3207926.0,149292.0,,-71576111.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,212.5,call,137021.0,9682.0,,1916167.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,212.5,put,-634520.0,49068.0,,-16563387.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,215.0,call,76906.0,7379.0,,971229.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,215.0,put,-607966.0,57833.0,,-18772562.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,217.5,call,147894.0,17457.0,,1722825.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,217.5,put,-235848.0,30348.0,,-9119646.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,220.0,call,3649684.0,509619.0,,39625593.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,220.0,put,-609489.0,89607.0,,-27031409.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,222.5,call,192405.0,31631.0,,1932143.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,222.5,put,-93702.0,15863.0,,-5012287.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,225.0,call,847672.0,158817.0,,7855656.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,225.0,put,-394640.0,70339.0,,-24354072.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,227.5,call,64209.0,13344.0,,565690.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,227.5,put,-61882.0,13513.0,,-5526358.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,230.0,call,1806628.0,413153.0,,15250884.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,230.0,put,-493918.0,125271.0,,-56639996.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,232.5,call,182702.0,45083.0,,1484555.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,232.5,put,-45888.0,12231.0,,-6648761.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,235.0,call,246467.0,65234.0,,1918853.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,235.0,put,-153103.0,39301.0,,-22031101.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,237.5,call,155129.0,43145.0,,1227510.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-19T16:00:00-04:00,2026-08-21,237.5,put,0.0,0.0,,-6451266.0,,,,,908198.0,35707423.0,-34799225.0,15734177.0,,739636166.0,,,206.39,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
